15713,"Talk Number"
15428,"3C44","你太迷信葵花宝典了，生死相搏，犹如战场对垒，瞬息万变，从来只有获胜的招数，没有不败的武功，败了就是败了，何必再归咎于死物，你想不通这个道理，就算有一千本葵花宝典放在你面前也是无用。"
15429,"3C45","胡说，你胡说！我不只有武功，我还有头脑，我明明一切都布局好了，我明明把你们的习性、武功都摸透了，为什么还是失败，我不服，我不服啊，一定是哪里出了问题，对，一定是哪里出了问题，是你们，是你们。（指向一众傀儡）你们这群混蛋，都这幅模样了居然还拖我后腿，你们该死，该死！"
15430,"3C46","面对失败，你从不懂得从自己身上找原因，反而处处赖在他人头上甚至归咎于傀儡，你师妹的死如是、在魔教的地位如是、少室山阴谋败露如是，如今一败涂地亦如是，你最大的失败不是你看不清你的敌人，而是你看不清你自己。"
15431,"3C47","你来了。"
15432,"3C48","我来了。"
15433,"3C49","哼哼，算你有胆量，不过今天你就没那么幸运了。"
15434,"3C4A","慕容公子，我知道你是燕国王族后裔，你要争这武林盟主之位，旨在复国。可是你似乎对我恨之入骨，我不明白我究竟哪里得罪了你？"
15435,"3C4B","你多次坏我好事，我早就想除掉你，只是你始终有人护着，才活到今日，但是现在你的好运气到头了。"
15436,"3C4C","为什么？我无非在少室山打赢了你一场而已，你就这么斤斤计较？那也未免太让人瞧不起了。"
15437,"3C4D","哼，当众让我出丑，已是罪无可恕，更何况你之前还让我精心部署多时的计划泡汤，更让我立意要杀你。"
15438,"3C4E","到底是什么事？何不妨说清楚。"
15439,"3C4F","你还记得杨莲亭吗。"
15440,"3C50","记得，日月神教的前总管，武功平平，为人好大喜功，却无甚建树，提他干什么？"
15441,"3C51","&&，你真的是很善忘，也很没有礼数啊。"
15442,"3C52","？！"
15443,"3C53","怎么，还没有醒悟吗。当面说人是非，你可真没教养。"
15444,"3C54","你，你难道是！"
15445,"3C55","哼哼。"
15446,"3C56","醒醒，你醒醒。"
15447,"3C57","咳咳……莲弟，你还好吧。"
15448,"3C58","我没事，总算你听到了我的话假装气绝，蒙过了任我行那老贼。不过此地不宜久留。"
15449,"3C59","说得对，我知道有一条捷径可以离开黑木崖，就在你我画眉的漱阁下。"
15450,"3C5A","好，我们快走，对了，你还有什么东西要带吗？"
15451,"3C5B","什么东西？能和你一起，我什么都不需要带了，我们今后一起退隐江湖吧。"
15452,"3C5C","不行，任我行发现我们的尸体不见了，一定会想尽办法搜寻我们，我们必须想办法东山再起，你那东西放在哪儿了？快些去找出来代了走。"
15453,"3C5D","莲弟，到底是什么东西？"
15454,"3C5E","就是那个啊，日月神教最贵重的东西。"
15455,"3C5F","你说宝典？那里面的武功我早已练成，还要它作甚？"
15456,"3C60","你这话不对，万一任我行找到了宝典，练成里面的武功，我们再遇上他岂不就没命了？"
15457,"3C61","任教主不会修炼的，他要是想练，二十年前就已经练了，何必等到现在。"
15458,"3C62","总之，必须找到宝典，你快带我去。"
15459,"3C63","莲弟，我有一事不明，请你相告。"
15460,"3C64","都这个时候了你怎么还那么多事，说吧。"
15461,"3C65","我修炼葵花宝典多年，练气闭气之法自是不在话下，瞒过任我行也不足为奇，可是莲弟你怎么也能？"
15462,"3C66","你想说什么……"
15463,"3C67","莲弟你一向不喜练武，为何今日三句不离宝典，你到底在想些什么，为什么不跟我说实话。"
15464,"3C68","那就打开天窗说亮话吧，我要葵花宝典。"
15465,"3C69","你是为了这个理由才和我在一起的，对不对？你能瞒过任我行，说明你的功夫不弱，你一直隐藏自己的武功就是为了乘我不备偷取宝典，是也不是？"
15466,"3C6A","你既然都猜到了，何必还要多问，反正你也活不过今天了。"
15467,"3C6B","你到底是谁，以你的武功，绝对不会是默默无闻之辈，看在你我恩爱一场的份上，你就让我死个明白吧。"
15468,"3C6C","对不起，你还是不知道的比较好。"
15469,"3C6D","你连一个将死之人最后的心愿都不肯满足吗？"
15470,"3C6E","哼，我会留你一条全尸的。"
15471,"3C6F","宝典就在我身上，算我瞎了眼，看错了你，唉，报应，报应，任教主，你满意了吧，你满意了吧，啊啊啊啊啊啊！"
15472,"3C70","东方，东方。"
15473,"3C71","…………"
15474,"3C72","断气了么，为了得到这宝典，可真是费了我不少时间呢。"
15475,"3C73","啊。"
15476,"3C74","原来是你！"
15477,"3C75","贱人！是你找死，别怪我无情！"
15478,"3C76","哇。"
15479,"3C77","哼，别怪我，要怪就怪你偏要事后诸葛亮，不该知道的全知道了，为了我的大业，你必须死。"
15480,"3C78","你这个，伪君子…………………………"
15481,"3C79","没有，为什么没有，你到底把宝典藏到哪里去了，喂，你说话，宝典呢。"
15482,"3C7A","………………"
15483,"3C7B","看来是真的死了，辛苦了许久居然一无所获。&&，都是你害的，等着吧，总有一天我要跟你们算总账。"
15484,"3C7C","不错，杨莲亭，只不过是我的化身罢了。你和任我行当日杀上黑木崖，害我苦心经营的一切化为泡影，教我如何容得下你们。"
15485,"3C7D","我不明白，凭你南慕容在武林中的名头，慕容世家几代的江湖地位和声望，再加上你一身高超绝顶的武功，复兴燕国明明可以有很多种方法，为什么你偏偏要选择最错的一种？"
15486,"3C7E","天真，你太天真了，你以为一切都和你想的那样容易吗？当今天下汉、蒙、清、辽并立，虽然都各有各的打算，各有各的野心，互相争斗不休已有数十年之久了，这正是乱世中的乱世。但不管是哪一个，都不会眼睁睁的看着另一个国家的崛起、强大。"
15487,"3C7F","所以你要乘乱浑水摸鱼？"
15488,"3C80","对，从来都是乱世出枭雄，若是和平盛世，老死亦无为。你认为的最错的方法，其实是最快最有效的方法。只是我恨，我恨我居然算漏了你，一个原本不起眼的小人物，今日居然是我最强的对手，我更恨我自己，我竟没有想到，复国，是如此的艰难。"
15489,"3C81","若你当初真心真意对抗魔教，凭你的努力，未必不能取代我成为新的领袖统领群雄，可是你偏要剑走偏锋，化身杨莲亭游走于正邪之间，到头来好梦一场空，这又怪得了谁呢？如今外患已止，四大魔教威胁也不复存在，你何必还要再挑起新的动乱，安安稳稳的活下去难道不好吗？"
15490,"3C82","你好人装够了没？男子汉大丈夫怎能似你般婆婆妈妈的，别以为四方异族暂时安定下来就算是天下太平了，在这风云色变、寸土必争的时代，你的这种妇人之仁，只是自寻死路，你根本不配当武林盟主！"
15491,"3C83","我只是个平凡的人，我想做自己喜欢的事，和我喜欢人在一起。我没想过一定要当盟主。只要我觉得我做的是对的，有意义的，哪怕是偶尔当当狗熊也无妨。"
15492,"3C84","空有一身本领却胸无大志，白白浪费你师长传授你的那些绝学。"
15493,"3C85","慕容复，你知道世上什么人最痛苦？"
15494,"3C86","不知道，也不想知道。"
15495,"3C87","嘿，那就是平凡的人想做不凡的事，没本领的人想当不凡的人。当盟主有什么好？当英雄有什么好？很烦，真的很烦，烦都烦死了。我只想当一个普通人。"
15496,"3C88","既然你自甘堕落，我也不屑杀你，你只要通告武林，对我慕容复心悦诚服，愿拥立我为武林盟主，我饶你一命，今后不要让我再见到你。"
15497,"3C89","你成为武林盟主之后，第一件想干的事是什么？"
15498,"3C8A","哼，报复。让那些对不起我、看不起我、羞辱过我、轻视过我的人统统付出代价，我要全武林的人都记住我慕容复的名字，让他们一听到我的名字就颤抖、就害怕。整个江湖以后就只有我慕容复一个英雄供人膜拜！"
15499,"3C8B","唯大英雄能本色，如你这样锱铢必较，睚眦必报，算哪门子的英雄？在这杀戮不断纷争四起的江湖中，谁背后没给敲过闷棍？心口没给捅过刀子？挨一刀、着一棍就一口咬住死活不放，得势之后就要灭人满门毁人家园，这只不过是逞凶本色、禽兽本能罢了，到头来别人表面上敬你怕你，背后恨你骂你，始终不服你，又是何苦来哉呢！？"
15500,"3C8C","你这半桶水也学人来说三道四，评英雄论豪杰？我看你就是个狗熊，我劝你还是赶紧躲在乡下逍遥快活去吧。"
15501,"3C8D","冥顽不灵，看来你当真已是无可救药了。"
15502,"3C8E","我志在立万世业，名扬天下、宁一鸣而生，不默默而亡！"
15503,"3C8F","这就叫手持万丈刀，欲与天比高？可惜，你只会摔得更深，更惨，更痛！"
15504,"3C90","废话少说，咱们武功上见胜负吧！"
15505,"3C91","就凭你一个人？少室山下我们胜负已分吧。"
15506,"3C92","哼，当时我的神功未成，不想过多显示实力而已。如今我北冥神功已成，金轮那秃驴的十三级龙象般若内功已尽归我有，更何况，我也不是一个人，嘿嘿，都出来吧！"
15507,"3C93","左掌门、岳掌门、何掌门、玉玑子、林平之……你们……"
15508,"3C94","嘿嘿，我在日月神教也不是一无所获，这三尸脑神丹可真是好东西。从今后我要天下武林都听命于我！"
15509,"3C95","你真是个疯子！"
15510,"3C96","为何……为何我付出了那么多，却没有得到回报，为什么啊！为什么！！！"
15511,"3C97","我也曾经疯狂过，因为仇恨，所以我比你更了解疯狂，那无疑是一种可怕而又强大的力量！但若沉溺于此，到头来只会反伤己身，甚至，毁灭自己。"
15512,"3C98","爹……娘……表妹……表妹……，哈哈，哈哈哈哈，大燕复国有望了，大燕复国了，哈哈，哈哈哈哈，我成功了，我当上皇帝了，哈哈哈哈。"
15513,"3C99","这一回，他是真的疯了……"
15514,"3C9A","众卿平身，哈哈。朕今日荣登大宝，是天命所归，天命所归，我大燕一定能千秋万世，屹立不倒，哈哈哈哈哈。"
15515,"3C9B","也许疯了对你而言，其实是一种解脱，慕容复，你一生都太累了，看来现在是你休息的时候了。"
15516,"3C9C","哈哈，众卿平身，众卿平身，哈哈哈哈。"
15517,"3C9D","后……会……无……期……"
15518,"3C9E","张真人、方证大师、师公、师父、师娘，你们都来啦。"
15519,"3C9F","&&小友，贫道等今日来此，乃是为一要事。"
15520,"3CA0","张真人来找我，是不是有什么重要的事需要晚辈去做？晚辈自当义不容辞。"
15521,"3CA1","哈哈，&&啊，你怎么总想着打打杀杀呢？如今蒙辽清三大外族都暂且退兵，日月神教又新败于你手，这中原武林血雨腥风了几十年，如今该是重建的时候了。"
15522,"3CA2","阿弥陀佛。这些年来，武林中纷争不断，各门各派都元气大伤，如今正是休养生息之际。为了避免各门各派再起纷争，应该推举一名众望所归之人为武林盟主。"
15523,"3CA3","啊……难道……我？"
15524,"3CA4","嘿嘿，当然是你！如今打败东方不败和任我行的高手在归云庄、驱逐三大外族的领袖人物在归云庄、独孤求败的传人在归云庄、明教五毒教的魔头在归云庄、逍遥派的掌门在归云庄、天下最强的降龙十八掌在归云庄、无人能解的太玄神功在归云庄……这归云庄已是天下武林人心所向，你作为归云庄的首领，上应星魁。你来做武林盟主，哪个有异议？"
15525,"3CA5","我！"
15526,"3CA6","啊，慕容公子！"
15527,"3CA7","慕容公子刚才对&&成为武林盟主一事似乎心存异议？"
15528,"3CA8","不错。&&如今固然声名不菲，但是在下以为，这更多是靠着江湖流传的小村传说以及几位老前辈的帮忙，若论真实实力嘛……"
15529,"3CA9","阿弥陀佛，慕容公子莫非是要凭武功来争这盟主之位？"
15530,"3CAA","&&，你敢不敢来燕子坞一趟？我慕容复绝不设暗箭埋伏，咱们公公平平的较量一场，你敢吗？"
15531,"3CAB","慕容公子，我不知道这武林盟主的位置对你有多重要。不过既然你提出了挑战，我自然没有退缩之理。"
